GPS Time (HHMMSS), Runtime in ms, GPS Altitude, Latitude, Longitude, Number of Satellites, Speed (m/s), Pressure (atm), Pressure Altitude, Internal Temperature (TMP36) (C), Outside Temperature (Thermistor) (C), Humidity, X-Acceleration (Gs), Y-Acceleration (Gs), Z-Acceleration (Gs), Microphone, RPi On/Off
16:41:36, 6567906, 2959.50, 41.877388, 83.674125, 10, 16.96, 0.65, 3542.62, 25.05, -0.96, 48.90, 0.06, -0.02, 0.71, 2.93, 0
16:41:37, 6568938, 2949.80, 41.877483, 83.673973, 10, 15.70, 0.65, 3484.08, 24.62, -1.08, 43.92, -0.38, -0.12, 1.60, 2.79, 1
16:41:38, 6570118, 2939.70, 41.877555, 83.673835, 10, 12.97, 0.66, 3487.10, 23.76, -1.08, 43.92, -0.59, 0.31, 1.50, 2.77, 0
16:41:39, 6570865, 2930.00, 41.877620, 83.673721, 10, 11.08, 0.66, 3532.89, 25.05, -0.49, 41.93, -0.24, 0.50, 0.61, 2.76, 1
16:41:40, 6571917, 2920.10, 41.877700, 83.673629, 10, 12.83, 0.66, 3468.39, 25.48, -0.61, 40.93, -0.71, 0.07, 0.97, 2.81, 0
16:41:41, 6572919, 2910.50, 41.877807, 83.673538, 10, 15.66, 0.66, 3482.58, 24.62, -0.84, 38.94, -0.63, 0.31, 0.89, 3.02, 1
16:41:42, 6573904, 2900.20, 41.877929, 83.673416, 09, 17.48, 0.66, 3468.39, 24.62, -0.84, 42.93, 0.04, 0.12, 1.06, 2.74, 0
16:41:43, 6575162, 2890.20, 41.878047, 83.673278, 10, 17.85, 0.66, 3410.41, 26.34, -0.73, 45.91, -0.32, 0.39, 0.64, 2.74, 1
16:41:44, 6575921, 2880.00, 41.878158, 83.673118, 10, 17.97, 0.66, 3410.41, 25.91, -0.25, 43.92, -0.22, 0.20, 0.49, 2.71, 0
16:41:45, 6576892, 2869.30, 41.878250, 83.672958, 10, 16.02, 0.66, 3396.35, 24.62, -0.25, 34.96, -0.38, 0.25, 1.06, 2.71, 1
16:41:46, 6577949, 2858.70, 41.878318, 83.672805, 10, 13.87, 0.67, 3397.84, 26.34, -0.02, 40.93, -0.41, 0.25, 1.32, 2.79, 0
16:41:47, 6578880, 2848.60, 41.878383, 83.672676, 10, 11.90, 0.66, 3428.98, 25.05, -0.25, 44.92, -0.59, 0.72, 0.94, 2.67, 1
16:41:48, 6580142, 2838.50, 41.878448, 83.672569, 10, 11.46, 0.66, 3348.44, 24.62, -0.37, 40.93, -0.63, 0.66, 1.02, 2.81, 0
16:41:49, 6580968, 2828.30, 41.878524, 83.672477, 10, 11.05, 0.67, 3345.53, 25.05, -0.37, 48.90, -0.41, 0.36, 0.91, 2.76, 1
16:41:50, 6581945, 2818.00, 41.878604, 83.672401, 10, 12.10, 0.67, 3331.58, 23.33, -0.37, 44.92, -0.57, 0.59, 1.02, 2.94, 0
16:41:51, 6582908, 2807.60, 41.878700, 83.672317, 10, 12.99, 0.67, 3346.98, 26.34, -0.37, 43.92, -0.31, 0.36, 0.53, 2.99, 1
16:41:52, 6583877, 2797.60, 41.878791, 83.672225, 09, 12.44, 0.67, 3331.58, 25.05, -0.14, 41.93, -0.13, 0.29, 0.87, 2.69, 0
16:41:53, 6585153, 2787.50, 41.878883, 83.672142, 10, 12.33, 0.67, 3331.58, 26.34, -0.37, 44.92, -0.90, 0.23, 1.16, 2.87, 1
16:41:54, 6585902, 2777.30, 41.878974, 83.672042, 10, 13.13, 0.67, 3300.87, 22.89, -0.37, 42.93, -0.95, 0.31, 0.83, 2.79, 0
16:41:55, 6586917, 2766.40, 41.879055, 83.671943, 10, 12.78, 0.67, 3323.49, 25.05, 0.23, 46.91, -0.90, 0.23, 0.86, 2.87, 1
16:41:56, 6587914, 2755.90, 41.879142, 83.671829, 10, 13.07, 0.67, 3245.52, 24.19, -0.02, 42.93, -0.93, 0.01, 0.87, 2.71, 0
16:41:57, 6588955, 2745.50, 41.879238, 83.671722, 10, 14.67, 0.67, 3227.48, 25.05, -0.02, 44.92, -0.93, 0.16, 1.24, 2.78, 1
16:41:58, 6590214, 2734.90, 41.879329, 83.671607, 10, 13.03, 0.67, 3260.75, 23.76, 0.47, 46.91, -0.31, 0.97, 1.19, 2.88, 0
16:41:59, 6590959, 2724.20, 41.879428, 83.671508, 10, 14.83, 0.68, 3242.67, 23.76, 0.35, 38.94, -0.68, 0.48, 1.42, 2.69, 1
16:42:00, 6591976, 2714.40, 41.879528, 83.671409, 10, 12.77, 0.68, 3230.31, 25.48, 0.10, 47.91, -0.71, 0.63, 0.92, 2.40, 0
16:42:01, 6592964, 2704.70, 41.879615, 83.671325, 10, 11.58, 0.68, 3227.48, 25.91, -0.02, 45.91, -0.53, 0.50, 0.81, 2.86, 1
16:42:01, 6603322, 2704.70, 41.879615, 83.671325, 10, 11.58, 0.69, 3062.67, 23.33, 0.59, 41.93, -0.87, 0.20, 0.83, 2.79, 0
16:42:01, 6604140, 2704.70, 41.879615, 83.671325, 10, 11.58, 0.69, 3106.02, 25.05, 0.71, 43.92, -0.43, 0.23, 0.86, 2.86, 1
16:42:13, 6605479, 2588.70, 41.880832, 83.669868, 08, 14.72, 0.69, 3074.77, 26.77, 1.34, 44.92, -0.71, -0.27, 1.12, 2.80, 0
16:42:15, 6606558, 2589.50, 41.880908, 83.669738, 10, 14.75, 0.69, 3058.50, 24.62, 0.71, 42.93, -0.69, 0.67, 1.12, 2.92, 1
16:42:16, 6607565, 2588.20, 41.880970, 83.669609, 10, 14.48, 0.69, 3046.42, 26.77, 0.84, 41.93, -0.63, 0.36, 1.31, 2.88, 0
16:42:17, 6608821, 2587.90, 41.881027, 83.669502, 10, 11.03, 0.69, 3030.23, 25.48, 0.71, 44.92, -0.66, -0.07, 0.96, 2.76, 1
16:42:18, 6609569, 2587.10, 41.881072, 83.669425, 10, 10.19, 0.70, 3016.82, 24.62, 1.09, 44.92, -0.28, 0.05, 1.09, 2.66, 0
16:42:19, 6610565, 2585.30, 41.881130, 83.669349, 10, 9.61, 0.70, 3016.82, 25.48, 0.71, 41.93, -0.63, 0.05, 1.49, 2.98, 1
16:42:20, 6611582, 2586.10, 41.881195, 83.669288, 10, 9.99, 0.70, 2956.61, 24.19, 0.96, 39.94, -0.18, -0.08, 0.71, 2.88, 0
16:42:21, 6612584, 2585.00, 41.881275, 83.669181, 10, 12.18, 0.70, 3006.18, 25.05, 1.59, 45.91, -0.54, -0.02, 1.39, 2.83, 1
16:42:22, 6613833, 2584.70, 41.881366, 83.669090, 10, 12.32, 0.70, 2946.01, 26.77, 1.72, 43.92, -0.41, 0.15, 1.07, 2.84, 0
16:42:23, 6614579, 2584.60, 41.881439, 83.668975, 10, 12.50, 0.70, 2960.65, 24.19, 1.21, 42.93, -0.62, 0.39, 1.32, 2.82, 1
16:42:24, 6615600, 2584.30, 41.881504, 83.668861, 10, 12.30, 0.70, 2916.78, 25.91, 1.21, 40.93, -0.43, 0.28, 0.74, 2.82, 0
16:42:25, 6616608, 2583.50, 41.881557, 83.668724, 10, 12.33, 0.71, 2906.23, 25.48, 1.09, 44.92, -0.44, -0.20, 1.01, 2.77, 1
16:42:26, 6617589, 2583.60, 41.881610, 83.668594, 10, 12.38, 0.71, 2903.55, 25.05, 1.72, 40.93, -0.52, -0.02, 1.06, 2.77, 0
16:42:27, 6618845, 2583.60, 41.881664, 83.668479, 10, 10.95, 0.71, 2914.12, 25.91, 1.21, 41.93, -0.66, -0.15, 0.94, 2.76, 1
16:42:28, 6619608, 2583.80, 41.881713, 83.668350, 10, 11.98, 0.71, 2863.99, 26.34, 1.84, 42.93, -0.50, -0.39, 0.87, 2.71, 0
16:42:29, 6620610, 2583.20, 41.881763, 83.668251, 10, 10.05, 0.71, 2893.02, 24.62, 1.84, 43.92, -0.46, 0.15, 0.78, 2.92, 1
16:42:30, 6621598, 2583.50, 41.881801, 83.668151, 10, 9.11, 0.71, 2842.95, 26.34, 1.97, 42.93, -0.53, 0.28, 1.31, 2.82, 0
16:42:31, 6622625, 2583.10, 41.881870, 83.668029, 10, 11.25, 0.71, 2860.01, 24.62, 1.46, 41.93, -0.37, -0.31, 0.86, 2.87, 1
16:42:32, 6623869, 2583.60, 41.881912, 83.667907, 10, 12.32, 0.71, 2818.03, 24.62, 1.34, 44.92, -0.57, -0.04, 1.19, 2.79, 0
16:42:33, 6624614, 2583.30, 41.881950, 83.667800, 10, 10.88, 0.71, 2829.83, 23.33, 1.84, 43.92, -0.54, -0.11, 0.97, 2.85, 1
16:42:34, 6625609, 2582.00, 41.882015, 83.667716, 09, 12.12, 0.71, 2790.60, 23.76, 1.72, 40.93, -0.37, -0.20, 1.17, 2.83, 0
16:42:35, 6626603, 2580.40, 41.882114, 83.667648, 09, 11.21, 0.71, 2815.44, 26.77, 1.21, 45.91, -0.59, -0.06, 1.01, 2.66, 1
16:42:36, 6627600, 2580.20, 41.882171, 83.667579, 09, 9.11, 0.71, 2773.71, 25.05, 1.34, 40.93, -0.54, 0.05, 1.02, 2.61, 0
16:42:37, 6628859, 2580.20, 41.882209, 83.667510, 09, 7.23, 0.72, 2793.20, 24.19, 1.72, 44.92, -0.43, -0.24, 0.74, 2.75, 1
16:42:38, 6629606, 2579.50, 41.882255, 83.667427, 09, 7.79, 0.72, 2776.28, 26.34, 2.10, 44.92, -0.81, -0.10, 1.16, 2.78, 0
16:42:39, 6630620, 2579.30, 41.882305, 83.667343, 09, 9.74, 0.72, 2730.95, 24.62, 1.59, 46.91, -0.57, 0.19, 1.14, 2.80, 1
16:42:40, 6631623, 2581.60, 41.882358, 83.667228, 09, 12.39, 0.72, 2763.26, 24.62, 1.97, 40.93, -0.87, 0.43, 0.54, 2.78, 0
16:42:41, 6632625, 2594.30, 41.882595, 83.667060, 09, 12.98, 0.72, 2732.21, 23.33, 1.46, 47.91, -0.37, 0.33, 0.81, 2.91, 1
16:42:42, 6633888, 2593.30, 41.882659, 83.667053, 09, 11.68, 0.72, 2689.67, 24.19, 1.59, 47.91, -1.04, 0.19, 1.24, 2.66, 0
16:42:43, 6634646, 2592.90, 41.882724, 83.666954, 08, 8.57, 0.72, 2706.33, 25.48, 1.34, 45.91, -0.63, 0.09, 1.01, 2.91, 1
16:42:44, 6635649, 2590.40, 41.882843, 83.666786, 10, 8.99, 0.72, 2675.55, 23.76, 1.46, 38.94, -0.88, 0.33, 1.01, 2.83, 0
16:42:45, 6636659, 2590.80, 41.882900, 83.666725, 10, 8.19, 0.72, 2693.43, 24.62, 1.72, 40.93, -0.62, 0.39, 1.01, 2.75, 1
16:42:46, 6637662, 2590.10, 41.882896, 83.666679, 10, 6.70, 0.73, 2646.17, 26.77, 1.97, 46.91, -0.78, 0.44, 0.29, 2.91, 0
16:42:47, 6638907, 2590.90, 41.882968, 83.666397, 10, 9.07, 0.73, 2661.46, 25.05, 1.59, 42.93, -0.62, 0.59, 1.19, 2.83, 1
16:42:48, 6639655, 2592.00, 41.883098, 83.666381, 10, 6.50, 0.73, 2634.57, 24.62, 1.72, 36.95, -0.59, 0.43, 1.07, 2.73, 0
16:42:49, 6640661, 2592.00, 41.883056, 83.666442, 10, 7.54, 0.73, 2633.35, 22.89, 1.97, 45.91, -0.41, 0.41, 0.36, 2.98, 1
16:42:50, 6641672, 2592.40, 41.883140, 83.666419, 10, 8.51, 0.73, 2624.23, 22.89, 1.72, 40.93, -1.17, 0.36, 1.11, 2.75, 0
16:42:51, 6642673, 2592.00, 41.883152, 83.666427, 10, 9.86, 0.73, 2581.07, 24.62, 1.34, 44.92, -1.03, -0.00, 0.84, 2.78, 1
16:42:52, 6643929, 2592.00, 41.883255, 83.666259, 10, 8.84, 0.73, 2596.24, 24.19, 1.46, 38.94, -0.93, 0.47, 1.41, 2.74, 0
16:42:53, 6644680, 2592.20, 41.883411, 83.666000, 10, 8.56, 0.73, 2595.02, 24.62, 1.97, 40.93, -0.75, 0.27, 0.94, 2.82, 1
16:42:54, 6645580, 2592.20, 41.883411, 83.666000, 10, 10.18, 0.74, 2537.02, 22.89, 1.34, 39.94, -0.60, -0.69, 0.66, 2.68, 0
16:42:55, 6646674, 2587.00, 41.883266, 83.665679, 10, 8.65, 0.74, 2563.57, 24.19, 1.59, 40.93, -1.03, -0.04, 0.68, 2.94, 1
16:42:56, 6647677, 2591.50, 41.883029, 83.666107, 10, 9.65, 0.74, 2550.88, 24.62, 1.72, 38.94, -0.72, 0.25, 1.29, 2.92, 0
16:42:57, 6648923, 2592.60, 41.883140, 83.665786, 10, 9.40, 0.74, 2511.73, 25.91, 1.59, 41.93, -0.90, 0.35, 1.04, 2.75, 1
16:42:58, 6649667, 2591.90, 41.883136, 83.666053, 10, 12.49, 0.74, 2508.23, 25.05, 1.72, 36.95, -0.93, 0.50, 1.41, 2.80, 0
16:42:59, 6650681, 2592.40, 41.883293, 83.665588, 10, 12.76, 0.74, 2519.70, 25.91, 1.46, 42.93, -1.03, -0.27, 0.96, 2.93, 1
16:43:00, 6651671, 2590.40, 41.882957, 83.665878, 10, 12.43, 0.74, 2499.11, 24.62, 1.46, 43.92, -1.10, 0.31, 0.66, 2.93, 0
16:43:01, 6652687, 2592.50, 41.883358, 83.665222, 10, 11.37, 0.74, 2497.94, 24.62, 1.97, 40.93, -0.65, 0.31, 0.96, 2.88, 1
16:43:02, 6653943, 2590.70, 41.883113, 83.665641, 10, 10.42, 0.74, 2439.65, 24.62, 1.46, 43.92, -0.54, 0.28, 1.09, 2.79, 0
16:43:03, 6654700, 2592.70, 41.883033, 83.665855, 10, 8.77, 0.74, 2426.01, 25.05, 1.59, 45.91, -0.93, 0.17, 1.11, 2.76, 1
16:43:04, 6655700, 2592.30, 41.882923, 83.665962, 09, 7.61, 0.74, 2427.13, 24.19, 1.72, 39.94, -0.93, 0.35, 1.14, 2.60, 0
16:43:05, 6656691, 2589.60, 41.882930, 83.665824, 09, 5.21, 0.75, 2412.40, 24.19, 1.97, 36.95, -0.54, 0.13, 1.19, 2.78, 1
16:43:06, 6657687, 2591.60, 41.882846, 83.665809, 09, 5.01, 0.75, 2430.53, 23.33, 1.84, 41.93, -0.47, 0.07, 0.79, 2.79, 0
16:43:07, 6658948, 2592.00, 41.882846, 83.665931, 09, 7.39, 0.75, 2412.40, 25.91, 1.34, 44.92, -0.75, 0.31, 1.02, 2.90, 1
16:43:08, 6659692, 2592.50, 41.882785, 83.666168, 09, 7.42, 0.75, 2403.29, 23.76, 1.46, 36.95, -0.65, -0.32, 0.46, 2.86, 0
16:43:09, 6660708, 2589.90, 41.882751, 83.666053, 09, 14.72, 0.75, 2402.16, 23.76, 2.10, 43.92, -0.38, -0.15, 0.99, 2.73, 1
16:43:10, 6661711, 2592.60, 41.882633, 83.666107, 09, 11.14, 0.75, 2332.35, 24.62, 2.10, 42.93, -0.46, -0.15, 1.14, 2.73, 0
16:43:11, 6662712, 2587.80, 41.882675, 83.665901, 08, 9.94, 0.75, 2344.73, 24.62, 1.72, 42.93, -0.76, -0.38, 0.92, 2.79, 1
16:43:12, 6663969, 2592.60, 41.882812, 83.666061, 09, 8.43, 0.75, 2319.99, 24.62, 2.23, 37.95, -0.78, -0.39, 1.02, 2.76, 0
16:43:13, 6664712, 2592.90, 41.882892, 83.665695, 09, 9.63, 0.75, 2344.73, 24.62, 1.97, 38.94, -0.66, -0.10, 0.83, 2.83, 1
16:43:14, 6665705, 2518.20, 41.883090, 83.665367, 09, 9.53, 0.76, 2335.62, 23.33, 1.59, 42.93, -0.76, -0.14, 1.12, 2.80, 0
16:43:15, 6666703, 2446.90, 41.883457, 83.665763, 09, 10.29, 0.76, 2294.25, 23.76, 1.97, 46.91, -0.78, 0.01, 1.14, 2.89, 1
16:43:16, 6667702, 2409.40, 41.883586, 83.665504, 09, 7.58, 0.76, 2307.64, 24.62, 1.97, 40.93, -0.59, 0.07, 1.24, 2.72, 0
16:43:17, 6668956, 2353.70, 41.883808, 83.665031, 09, 9.49, 0.76, 2293.18, 24.62, 1.72, 39.94, -0.46, -0.43, 1.41, 2.76, 1
16:43:18, 6669706, 2312.60, 41.884059, 83.665069, 09, 8.51, 0.76, 2248.98, 24.19, 1.97, 41.93, -0.57, -0.04, 0.86, 2.80, 0
16:43:19, 6670722, 2215.10, 41.884788, 83.664810, 09, 6.77, 0.76, 2236.74, 24.62, 1.46, 44.92, -0.43, 0.17, 0.86, 2.82, 1
16:43:20, 6671707, 2174.70, 41.885055, 83.664443, 09, 8.48, 0.76, 2248.98, 24.19, 1.34, 42.93, -0.95, -0.07, 0.54, 2.78, 0
16:43:21, 6672714, 2120.40, 41.885284, 83.664390, 09, 8.21, 0.76, 2248.98, 22.89, 1.34, 43.92, -0.87, -0.50, 0.73, 2.77, 1
16:43:22, 6673978, 2091.70, 41.885410, 83.664245, 09, 8.99, 0.76, 2224.51, 24.62, 1.97, 37.95, -0.97, 0.08, 1.21, 2.80, 0
16:43:23, 6674712, 2064.10, 41.885574, 83.664070, 09, 11.43, 0.77, 2221.45, 24.19, 1.84, 40.93, -0.65, -0.18, 0.79, 2.72, 1
16:43:24, 6675736, 2041.10, 41.885684, 83.663955, 09, 10.71, 0.77, 2174.76, 26.34, 1.97, 36.95, -0.38, -0.30, 0.96, 2.84, 0
16:43:25, 6676728, 2018.00, 41.885784, 83.663856, 09, 10.34, 0.77, 2214.37, 24.19, 1.97, 41.93, -0.35, 0.01, 0.89, 2.71, 1
16:43:26, 6677719, 1997.50, 41.885913, 83.663772, 09, 12.88, 0.77, 2145.49, 24.19, 2.10, 43.92, -0.79, -0.00, 1.04, 2.67, 0
16:43:27, 6678994, 1971.50, 41.886032, 83.663658, 09, 10.58, 0.77, 2145.49, 25.05, 1.59, 42.93, -0.32, -0.14, 0.81, 2.71, 1
16:43:28, 6679744, 1958.10, 41.886104, 83.663581, 09, 11.09, 0.77, 2147.48, 24.62, 2.23, 36.95, -0.65, 0.09, 0.84, 2.90, 0
16:43:29, 6680731, 1944.50, 41.886177, 83.663528, 09, 10.08, 0.77, 2133.39, 23.76, 1.46, 44.92, -0.84, -0.77, 0.71, 2.75, 1
16:43:30, 6681741, 1930.90, 41.886241, 83.663459, 09, 9.63, 0.77, 2107.28, 24.62, 1.59, 42.93, -0.73, 0.48, 0.97, 2.68, 0
16:43:31, 6682742, 1917.10, 41.886310, 83.663398, 09, 9.33, 0.78, 2097.19, 24.19, 1.34, 40.93, -0.85, 0.72, 0.89, 2.87, 1
16:43:32, 6683995, 1908.20, 41.886367, 83.663345, 09, 9.12, 0.78, 2111.22, 25.05, 2.23, 43.92, -0.49, 0.50, 1.09, 2.60, 0
16:43:33, 6684742, 1903.00, 41.886421, 83.663269, 09, 9.36, 0.77, 2097.19, 24.62, 1.72, 41.93, -0.41, 0.28, 0.64, 2.78, 1
16:43:34, 6685761, 1898.30, 41.886440, 83.663208, 09, 8.98, 0.78, 2067.33, 23.33, 1.59, 42.93, -0.32, 0.60, 0.51, 2.74, 0
16:43:35, 6686745, 1890.60, 41.886482, 83.663124, 09, 9.62, 0.78, 2043.36, 24.62, 1.84, 44.92, -0.35, 0.87, 0.69, 2.73, 1
16:43:36, 6687748, 1876.20, 41.886554, 83.663055, 09, 9.38, 0.78, 2069.25, 25.05, 2.23, 39.94, -0.72, 0.11, 0.87, 2.85, 0
16:43:37, 6689020, 1863.70, 41.886627, 83.662986, 09, 10.05, 0.78, 2043.36, 24.19, 1.72, 42.93, -0.78, 0.74, 0.64, 2.58, 1
16:43:38, 6689745, 1851.60, 41.886699, 83.662925, 09, 8.38, 0.78, 2017.57, 23.33, 2.36, 40.93, -0.72, 0.78, 1.27, 2.79, 0
16:43:39, 6690761, 1838.50, 41.886764, 83.662879, 09, 7.67, 0.78, 2030.46, 25.91, 1.59, 42.93, -0.57, 0.64, 0.63, 2.77, 1
16:43:40, 6691752, 1827.20, 41.886817, 83.662841, 09, 6.94, 0.78, 2020.41, 24.19, 2.36, 43.92, -0.87, 0.31, 0.64, 2.82, 0
16:43:41, 6692765, 1815.20, 41.886867, 83.662780, 09, 7.15, 0.78, 2019.46, 25.05, 1.72, 43.92, -0.87, 0.44, 0.59, 2.93, 1
16:43:42, 6694020, 1803.80, 41.886920, 83.662719, 09, 8.02, 0.79, 1963.54, 25.48, 2.10, 42.93, -0.95, -0.18, 0.92, 2.42, 0
16:43:43, 6694780, 1791.40, 41.886974, 83.662666, 09, 6.71, 0.79, 1951.68, 24.19, 1.59, 42.93, -0.90, 0.08, 1.47, 2.89, 1
16:43:44, 6695762, 1780.10, 41.887031, 83.662605, 09, 8.72, 0.79, 1963.54, 25.05, 1.72, 38.94, -0.93, -0.02, 1.01, 2.78, 0
16:43:45, 6696778, 1779.20, 41.887073, 83.662551, 09, 6.22, 0.79, 1938.95, 24.62, 1.97, 43.92, -0.85, -0.11, 1.32, 2.81, 1
16:43:46, 6697769, 1778.20, 41.887107, 83.662513, 09, 5.92, 0.79, 1941.66, 25.91, 1.59, 40.93, -0.34, 0.32, 0.97, 2.77, 0
16:43:47, 6699041, 1769.60, 41.887153, 83.662483, 09, 5.83, 0.79, 1927.14, 24.62, 1.21, 43.92, -0.53, 0.23, 1.57, 2.70, 1
16:43:48, 6699799, 1758.70, 41.887218, 83.662437, 09, 7.91, 0.79, 1916.23, 24.19, 1.34, 38.94, -0.87, 0.27, 1.24, 2.94, 0
16:43:49, 6700792, 1746.20, 41.887279, 83.662376, 09, 8.56, 0.79, 1915.33, 25.05, 1.46, 37.95, -0.62, 0.15, 0.96, 2.69, 1
16:43:50, 6701802, 1735.10, 41.887336, 83.662300, 09, 8.21, 0.80, 1874.77, 23.33, 1.34, 42.93, -0.76, 0.25, 0.68, 2.78, 0
16:43:51, 6702806, 1724.00, 41.887382, 83.662239, 09, 6.66, 0.79, 1861.32, 24.62, 1.46, 41.93, -0.40, 0.39, 0.94, 2.91, 1
16:43:52, 6704061, 1713.50, 41.887413, 83.662185, 09, 5.40, 0.80, 1874.77, 24.62, 1.34, 43.92, -1.03, 0.16, 0.84, 2.91, 0
16:43:53, 6704807, 1701.20, 41.887443, 83.662155, 09, 3.26, 0.80, 1861.32, 24.62, 1.72, 39.94, -1.00, -0.58, 1.02, 2.72, 1
16:43:54, 6705792, 1690.60, 41.887481, 83.662139, 09, 4.78, 0.80, 1836.21, 25.48, 1.21, 44.92, -0.98, 0.25, 0.92, 2.68, 0
16:43:55, 6706818, 1679.50, 41.887538, 83.662124, 09, 6.67, 0.80, 1835.37, 25.91, 0.96, 42.93, -0.32, -0.00, 0.81, 2.68, 1
16:43:56, 6707815, 1667.70, 41.887615, 83.662094, 09, 8.68, 0.80, 1838.76, 23.76, 1.21, 39.94, -0.52, 0.55, 1.02, 2.97, 0
16:43:57, 6709055, 1655.00, 41.887691, 83.662040, 09, 10.05, 0.80, 1825.38, 24.19, 1.72, 41.93, -0.37, 0.59, 0.71, 2.90, 1
16:43:58, 6709799, 1643.70, 41.887756, 83.661956, 09, 9.44, 0.81, 1784.65, 26.34, 1.72, 44.92, -0.56, 0.07, 1.06, 2.79, 0
16:43:59, 6710808, 1632.40, 41.887805, 83.661872, 09, 8.21, 0.80, 1784.65, 25.05, 1.34, 44.92, -0.15, 0.19, 0.79, 2.74, 1
16:44:00, 6711824, 1620.10, 41.887844, 83.661788, 09, 7.06, 0.81, 1786.28, 25.05, 1.09, 37.95, -0.24, 0.31, 0.79, 2.74, 0
16:44:01, 6712808, 1608.40, 41.887866, 83.661720, 09, 4.86, 0.81, 1736.69, 25.48, 1.09, 44.92, -0.24, 0.35, 0.83, 2.93, 1
16:44:02, 6714071, 1597.10, 41.887886, 83.661674, 09, 4.09, 0.81, 1736.69, 23.33, 1.84, 41.93, -0.12, 0.13, 0.83, 2.82, 0
16:44:03, 6714819, 1585.90, 41.887912, 83.661628, 09, 4.06, 0.81, 1749.05, 26.34, 1.09, 42.93, -0.27, 0.24, 1.06, 2.82, 1
16:44:04, 6715823, 1574.70, 41.887943, 83.661598, 09, 4.03, 0.81, 1740.71, 24.19, 1.34, 44.92, -0.41, 0.32, 1.29, 2.76, 0
16:44:05, 6716815, 1563.80, 41.887977, 83.661552, 09, 5.44, 0.81, 1727.54, 24.62, 1.72, 42.93, -0.34, 0.31, 0.81, 2.79, 1
16:44:06, 6717837, 1552.90, 41.888011, 83.661499, 09, 6.11, 0.82, 1715.99, 25.91, 1.97, 43.92, -0.56, 0.40, 1.31, 2.80, 0
16:44:07, 6719075, 1541.60, 41.888057, 83.661430, 09, 7.94, 0.82, 1700.51, 24.62, 1.46, 38.94, -0.44, -0.02, 0.83, 2.71, 1
16:44:08, 6719842, 1530.40, 41.888107, 83.661361, 09, 7.15, 0.82, 1666.03, 24.62, 1.34, 44.92, -0.49, -0.18, 0.96, 2.87, 0
16:44:09, 6720835, 1518.90, 41.888149, 83.661293, 09, 6.44, 0.82, 1673.66, 22.89, 1.21, 45.91, -0.44, 0.01, 0.99, 2.98, 1
16:44:10, 6721825, 1508.00, 41.888195, 83.661231, 09, 7.04, 0.82, 1665.26, 22.89, 1.21, 44.92, -1.16, 0.39, 2.09, 2.70, 0
16:44:11, 6722848, 1497.30, 41.888233, 83.661170, 09, 6.08, 0.82, 1649.24, 24.62, 1.59, 30.98, -0.31, 0.28, 0.86, 2.93, 1
16:44:12, 6724102, 1486.20, 41.888278, 83.661109, 09, 7.26, 0.82, 1640.06, 24.62, 1.59, 44.92, -0.98, -0.31, 1.29, 2.58, 0
16:44:13, 6724836, 1475.30, 41.888339, 83.661048, 09, 8.43, 0.82, 1638.55, 25.05, 1.21, 38.94, -1.35, 0.20, 1.04, 2.86, 1
16:44:14, 6725855, 1464.10, 41.888404, 83.660972, 09, 9.18, 0.82, 1610.57, 25.91, 1.46, 44.92, -1.00, -0.12, 0.91, 2.93, 0
16:44:15, 6726847, 1459.40, 41.888465, 83.660911, 09, 8.76, 0.82, 1597.75, 24.62, 0.84, 42.93, -0.49, 0.08, 1.07, 2.74, 1
16:44:16, 6727837, 1455.70, 41.888526, 83.660850, 09, 7.69, 0.82, 1576.46, 25.05, 0.84, 44.92, -0.11, -0.41, 0.71, 2.71, 0
16:44:17, 6729113, 1448.20, 41.888599, 83.660789, 09, 9.37, 0.83, 1541.06, 24.62, 0.84, 40.93, -0.65, -0.26, 0.97, 2.87, 1
16:44:18, 6729863, 1439.10, 41.888679, 83.660736, 09, 8.75, 0.82, 1550.27, 27.20, 1.21, 41.93, -0.12, -0.59, 0.64, 2.92, 0
16:44:19, 6730851, 1428.90, 41.888755, 83.660675, 09, 9.19, 0.83, 1550.96, 25.48, 0.47, 43.92, -0.56, -0.08, 1.26, 2.94, 1
16:44:20, 6731867, 1418.50, 41.888816, 83.660598, 09, 7.97, 0.83, 1553.08, 24.19, 0.71, 41.93, -1.01, -0.14, 1.17, 2.88, 0
16:44:21, 6732858, 1408.00, 41.888862, 83.660530, 09, 6.39, 0.83, 1553.08, 24.62, 1.21, 40.93, -0.54, -0.12, 0.66, 2.74, 1
16:44:22, 6734106, 1396.40, 41.888893, 83.660484, 09, 3.51, 0.83, 1513.66, 22.89, 0.59, 41.93, -0.43, 0.04, 0.59, 2.75, 0
16:44:23, 6734855, 1386.10, 41.888931, 83.660469, 09, 4.04, 0.83, 1501.73, 24.19, 0.84, 43.92, -0.49, 0.27, 1.41, 2.75, 1
16:44:24, 6735872, 1374.40, 41.888973, 83.660461, 09, 4.01, 0.84, 1516.39, 25.05, 1.21, 39.94, -0.06, 0.19, 1.32, 2.87, 0
16:44:25, 6736861, 1363.30, 41.889022, 83.660446, 09, 5.40, 0.84, 1456.18, 26.34, 0.59, 46.91, -0.27, 0.27, 0.51, 2.80, 1
